province,date_death_report,deaths,
Alberta,12-02-2021, 16
Alberta,13-02-2021, 15
Alberta,14-02-2021, 5
Alberta,15-02-2021, 2
Alberta,16-02-2021, 9
Alberta,17-02-2021, 7
Alberta,18-02-2021, 7
Alberta,19-02-2021, 7
Alberta,20-02-2021, 6
Alberta,21-02-2021, 9
Alberta,22-02-2021, 16
Alberta,23-02-2021, 10
Alberta,24-02-2021, 13
Alberta,25-02-2021, 8
Alberta,26-02-2021, 3
Alberta,27-02-2021, 6
Alberta,28-02-2021, 3
